Time,Node,State,Running jobs,Expected jobs
42197.9,Syn_17,free,none,none
42197.9,Syn_18,free,none,none
42197.9,Syn_19,free,none,none
42197.9,Syn_2,free,none,none
42197.9,Syn_20,free,none,none
42197.9,Syn_21,free,none,none
42197.9,Syn_22,free,none,none
42197.9,Syn_16,allocated,6,none
42197.9,Syn_17,allocated,6,none
42197.9,Syn_18,allocated,6,none
42197.9,Syn_19,allocated,6,none
42197.9,Syn_2,allocated,6,none
42197.9,Syn_20,allocated,6,none
42197.9,Syn_21,allocated,6,none
42197.9,Syn_22,allocated,6,none
43081.4,Syn_23,free,none,none
43081.4,Syn_24,free,none,none
43081.4,Syn_25,free,none,none
43081.4,Syn_26,free,none,none
43081.4,Syn_27,free,none,none
43081.4,Syn_28,free,none,none
43081.4,Syn_29,free,none,none
43081.4,Syn_3,free,none,none
43081.4,Syn_23,allocated,7,none
43081.4,Syn_24,allocated,7,none
43090.1,Syn_25,allocated,8,none
43095.6,Syn_26,allocated,9,none
43095.6,Syn_27,allocated,9,none
43190.1,Syn_25,free,none,none
43968,Syn_30,free,none,none
43968,Syn_31,free,none,none
43968,Syn_4,free,none,none
43968,Syn_5,free,none,none
45802,Syn_25,allocated,10,none
45902,Syn_25,free,none,none
57046,Syn_25,allocated,11,none
57046,Syn_28,allocated,11,none
57046,Syn_29,allocated,11,none
57046,Syn_3,allocated,11,none
57046,Syn_30,allocated,11,none
57046,Syn_31,allocated,11,none
57046,Syn_4,allocated,11,none
57046,Syn_5,allocated,11,none
61503.1,Syn_26,free,none,none
61503.1,Syn_27,free,none,none
61945.7,Syn_23,free,none,none
61945.7,Syn_24,free,none,none
63869.8,Syn_6,free,none,none
63869.8,Syn_7,free,none,none
63869.8,Syn_8,free,none,none
63869.8,Syn_9,free,none,none
63869.8,Syn_23,allocated,12,none
63869.8,Syn_24,allocated,12,none
63869.8,Syn_26,allocated,12,none
63869.8,Syn_27,allocated,12,none
63869.8,Syn_6,allocated,12,none
63869.8,Syn_7,allocated,12,none
63869.8,Syn_8,allocated,12,none
63869.8,Syn_9,allocated,12,none
70933,Syn_0,free,none,none
70933,Syn_1,free,none,none
70933,Syn_10,free,none,none
70933,Syn_11,free,none,none
70933,Syn_12,free,none,none
70933,Syn_13,free,none,none
70933,Syn_14,free,none,none
70933,Syn_15,free,none,none
70933,Syn_0,allocated,13,none
70933,Syn_1,allocated,13,none
70933,Syn_10,allocated,13,none
70933,Syn_11,allocated,13,none
71906,Syn_12,allocated,14,none
71906,Syn_13,allocated,14,none
71906,Syn_14,allocated,14,none
71906,Syn_15,allocated,14,none
79007.3,Syn_16,free,none,none
79007.3,Syn_17,free,none,none
79007.3,Syn_18,free,none,none
79007.3,Syn_19,free,none,none
79007.3,Syn_2,free,none,none
79007.3,Syn_20,free,none,none
79007.3,Syn_21,free,none,none
79007.3,Syn_22,free,none,none
79007.3,Syn_16,allocated,15,none
79007.3,Syn_17,allocated,15,none
79007.3,Syn_18,allocated,15,none
79007.3,Syn_19,allocated,15,none
79007.3,Syn_2,allocated,15,none
79007.3,Syn_20,allocated,15,none
79007.3,Syn_21,allocated,15,none
79007.3,Syn_22,allocated,15,none
93918.1,Syn_25,free,none,none
93918.1,Syn_28,free,none,none
93918.1,Syn_29,free,none,none
93918.1,Syn_3,free,none,none
93918.1,Syn_30,free,none,none
93918.1,Syn_31,free,none,none
93918.1,Syn_4,free,none,none
93918.1,Syn_5,free,none,none
93918.1,Syn_25,allocated,16,none
93918.1,Syn_28,allocated,16,none
93918.1,Syn_29,allocated,16,none
93918.1,Syn_3,allocated,16,none
93934.8,Syn_30,allocated,17,none
93934.8,Syn_31,allocated,17,none
93955,Syn_4,allocated,18,none
94055,Syn_4,free,none,none
94055,Syn_4,allocated,19,none
94055,Syn_5,allocated,19,none
96848.4,Syn_0,free,none,none
96848.4,Syn_1,free,none,none
96848.4,Syn_10,free,none,none
96848.4,Syn_11,free,none,none
96848.4,Syn_0,allocated,20,none
96848.4,Syn_1,allocated,20,none
96848.4,Syn_10,allocated,20,none
96848.4,Syn_11,allocated,20,none
100142,Syn_23,free,none,none
100142,Syn_24,free,none,none
100142,Syn_26,free,none,none
100142,Syn_27,free,none,none
100142,Syn_6,free,none,none
100142,Syn_7,free,none,none
100142,Syn_8,free,none,none
100142,Syn_9,free,none,none
100142,Syn_23,allocated,21,none
100142,Syn_24,allocated,21,none
100761,Syn_12,free,none,none
100761,Syn_13,free,none,none
100761,Syn_14,free,none,none
100761,Syn_15,free,none,none
107148,Syn_12,allocated,22,none
107148,Syn_13,allocated,22,none
111267,Syn_14,allocated,23,none
111267,Syn_15,allocated,23,none
111267,Syn_26,allocated,23,none
111267,Syn_27,allocated,23,none
111267,Syn_6,allocated,23,none
111267,Syn_7,allocated,23,none
111267,Syn_8,allocated,23,none
111267,Syn_9,allocated,23,none
111982,Syn_23,free,none,none
111982,Syn_24,free,none,none
112164,Syn_4,free,none,none
112164,Syn_5,free,none,none
113718,Syn_30,free,none,none
113718,Syn_31,free,none,none
114129,Syn_23,allocated,24,none
114129,Syn_24,allocated,24,none
115405,Syn_16,free,none,none
115405,Syn_17,free,none,none
115405,Syn_18,free,none,none
115405,Syn_19,free,none,none
115405,Syn_2,free,none,none
115405,Syn_20,free,none,none
115405,Syn_21,free,none,none
115405,Syn_22,free,none,none
119360,Syn_12,free,none,none
119360,Syn_13,free,none,none
121781,Syn_25,free,none,none
121781,Syn_28,free,none,none
121781,Syn_29,free,none,none
121781,Syn_3,free,none,none
124833,Syn_0,free,none,none
124833,Syn_1,free,none,none
124833,Syn_10,free,none,none
124833,Syn_11,free,none,none
127393,Syn_23,free,none,none
127393,Syn_24,free,none,none
145497,Syn_14,free,none,none
145497,Syn_15,free,none,none
145497,Syn_26,free,none,none
145497,Syn_27,free,none,none
145497,Syn_6,free,none,none
145497,Syn_7,free,none,none
145497,Syn_8,free,none,none
145497,Syn_9,free,none,none
149051,Syn_0,allocated,25,none
149051,Syn_1,allocated,25,none
149051,Syn_10,allocated,25,none
149051,Syn_11,allocated,25,none
149431,Syn_12,allocated,26,none
156742,Syn_12,free,none,none
159850,Syn_12,allocated,27,none
159850,Syn_13,allocated,27,none
159850,Syn_14,allocated,27,none
159850,Syn_15,allocated,27,none
159850,Syn_16,allocated,27,none
159850,Syn_17,allocated,27,none
159850,Syn_18,allocated,27,none
159850,Syn_19,allocated,27,none
166593,Syn_2,allocated,28,none
166593,Syn_20,allocated,28,none
166593,Syn_21,allocated,28,none
166593,Syn_22,allocated,28,none
166593,Syn_23,allocated,28,none
166593,Syn_24,allocated,28,none
166593,Syn_25,allocated,28,none
166593,Syn_26,allocated,28,none
167297,Syn_27,allocated,29,none
167297,Syn_28,allocated,29,none
167297,Syn_29,allocated,29,none
167297,Syn_3,allocated,29,none
173023,Syn_30,allocated,30,none
173023,Syn_31,allocated,30,none
173023,Syn_4,allocated,30,none
173023,Syn_5,allocated,30,none
177766,Syn_0,free,none,none
177766,Syn_1,free,none,none
177766,Syn_10,free,none,none
177766,Syn_11,free,none,none
182464,Syn_0,allocated,31,none
182464,Syn_1,allocated,31,none
182464,Syn_10,allocated,31,none
182464,Syn_11,allocated,31,none
182464,Syn_6,allocated,31,none
182464,Syn_7,allocated,31,none
182464,Syn_8,allocated,31,none
182464,Syn_9,allocated,31,none
196903,Syn_27,free,none,none
196903,Syn_28,free,none,none
196903,Syn_29,free,none,none
196903,Syn_3,free,none,none
196903,Syn_27,allocated,32,none
196903,Syn_28,allocated,32,none
196903,Syn_29,allocated,32,none
196903,Syn_3,allocated,32,none
197385,Syn_12,free,none,none
197385,Syn_13,free,none,none
197385,Syn_14,free,none,none
197385,Syn_15,free,none,none
197385,Syn_16,free,none,none
197385,Syn_17,free,none,none
197385,Syn_18,free,none,none
197385,Syn_19,free,none,none
197385,Syn_12,allocated,33,none
197385,Syn_13,allocated,33,none
197385,Syn_14,allocated,33,none
197385,Syn_15,allocated,33,none
197385,Syn_16,allocated,33,none
197385,Syn_17,allocated,33,none
197385,Syn_18,allocated,33,none
197385,Syn_19,allocated,33,none
202408,Syn_30,free,none,none
202408,Syn_31,free,none,none
202408,Syn_4,free,none,none
202408,Syn_5,free,none,none
203031,Syn_2,free,none,none
203031,Syn_20,free,none,none
203031,Syn_21,free,none,none
203031,Syn_22,free,none,none
203031,Syn_23,free,none,none
203031,Syn_24,free,none,none
203031,Syn_25,free,none,none
203031,Syn_26,free,none,none
203031,Syn_2,allocated,34,none
203031,Syn_20,allocated,34,none
203031,Syn_21,allocated,34,none
203031,Syn_22,allocated,34,none
203031,Syn_23,allocated,34,none
203031,Syn_24,allocated,34,none
203031,Syn_25,allocated,34,none
203031,Syn_26,allocated,34,none
203985,Syn_30,allocated,35,none
203985,Syn_31,allocated,35,none
203985,Syn_4,allocated,35,none
203985,Syn_5,allocated,35,none
218252,Syn_0,free,none,none
218252,Syn_1,free,none,none
218252,Syn_10,free,none,none
218252,Syn_11,free,none,none
218252,Syn_6,free,none,none
218252,Syn_7,free,none,none
218252,Syn_8,free,none,none
218252,Syn_9,free,none,none
218252,Syn_0,allocated,36,none
218252,Syn_1,allocated,36,none
218252,Syn_10,allocated,36,none
218252,Syn_11,allocated,36,none
218252,Syn_6,allocated,36,none
218252,Syn_7,allocated,36,none
218252,Syn_8,allocated,36,none
218252,Syn_9,allocated,36,none
227062,Syn_27,free,none,none
227062,Syn_28,free,none,none
227062,Syn_29,free,none,none
227062,Syn_3,free,none,none
227062,Syn_27,allocated,37,none
227162,Syn_27,free,none,none
227162,Syn_27,allocated,38,none
227162,Syn_28,allocated,38,none
227162,Syn_29,allocated,38,none
227162,Syn_3,allocated,38,none
232691,Syn_30,free,none,none
232691,Syn_31,free,none,none
232691,Syn_4,free,none,none
232691,Syn_5,free,none,none
233942,Syn_12,free,none,none
233942,Syn_13,free,none,none
233942,Syn_14,free,none,none
233942,Syn_15,free,none,none
233942,Syn_16,free,none,none
233942,Syn_17,free,none,none
233942,Syn_18,free,none,none
233942,Syn_19,free,none,none
233942,Syn_12,allocated,39,none
233942,Syn_13,allocated,39,none
233942,Syn_14,allocated,39,none
233942,Syn_15,allocated,39,none
233942,Syn_16,allocated,39,none
233942,Syn_17,allocated,39,none
233942,Syn_18,allocated,39,none
233942,Syn_19,allocated,39,none
234000,Syn_30,allocated,40,none
234017,Syn_31,allocated,41,none
234017,Syn_4,allocated,41,none
240446,Syn_2,free,none,none
240446,Syn_20,free,none,none
240446,Syn_21,free,none,none
240446,Syn_22,free,none,none
240446,Syn_23,free,none,none
240446,Syn_24,free,none,none
240446,Syn_25,free,none,none
240446,Syn_26,free,none,none
245021,Syn_30,free,none,none
247698,Syn_2,allocated,42,none
247698,Syn_20,allocated,42,none
247698,Syn_21,allocated,42,none
247698,Syn_22,allocated,42,none
252617,Syn_31,free,none,none
252617,Syn_4,free,none,none
252617,Syn_23,allocated,43,none
252617,Syn_24,allocated,43,none
252617,Syn_25,allocated,43,none
252617,Syn_26,allocated,43,none
252617,Syn_30,allocated,43,none
252617,Syn_31,allocated,43,none
252617,Syn_4,allocated,43,none
252617,Syn_5,allocated,43,none
254374,Syn_0,free,none,none
254374,Syn_1,free,none,none
254374,Syn_10,free,none,none
254374,Syn_11,free,none,none
254374,Syn_6,free,none,none
254374,Syn_7,free,none,none
254374,Syn_8,free,none,none
254374,Syn_9,free,none,none
254374,Syn_0,allocated,44,none
254374,Syn_1,allocated,44,none
254374,Syn_10,allocated,44,none
254374,Syn_11,allocated,44,none
254374,Syn_6,allocated,44,none
254374,Syn_7,allocated,44,none
254374,Syn_8,allocated,44,none
254374,Syn_9,allocated,44,none
257415,Syn_27,free,none,none
257415,Syn_28,free,none,none
257415,Syn_29,free,none,none
257415,Syn_3,free,none,none
257415,Syn_27,allocated,45,none
257415,Syn_28,allocated,45,none
257415,Syn_29,allocated,45,none
257415,Syn_3,allocated,45,none
271026,Syn_12,free,none,none
271026,Syn_13,free,none,none
271026,Syn_14,free,none,none
271026,Syn_15,free,none,none
271026,Syn_16,free,none,none
271026,Syn_17,free,none,none
271026,Syn_18,free,none,none
271026,Syn_19,free,none,none
271026,Syn_12,allocated,46,none
271026,Syn_13,allocated,46,none
271026,Syn_14,allocated,46,none
271026,Syn_15,allocated,46,none
271026,Syn_16,allocated,46,none
271026,Syn_17,allocated,46,none
271026,Syn_18,allocated,46,none
271026,Syn_19,allocated,46,none
275934,Syn_2,free,none,none
275934,Syn_20,free,none,none
275934,Syn_21,free,none,none
275934,Syn_22,free,none,none
287477,Syn_27,free,none,none
287477,Syn_28,free,none,none
287477,Syn_29,free,none,none
287477,Syn_3,free,none,none
287477,Syn_2,allocated,47,none
287477,Syn_20,allocated,47,none
287477,Syn_21,allocated,47,none
287477,Syn_22,allocated,47,none
287477,Syn_27,allocated,47,none
287477,Syn_28,allocated,47,none
287477,Syn_29,allocated,47,none
287477,Syn_3,allocated,47,none
288719,Syn_23,free,none,none
288719,Syn_24,free,none,none
288719,Syn_25,free,none,none
288719,Syn_26,free,none,none
288719,Syn_30,free,none,none
288719,Syn_31,free,none,none
288719,Syn_4,free,none,none
288719,Syn_5,free,none,none
288719,Syn_23,allocated,48,none
288719,Syn_24,allocated,48,none
288719,Syn_25,allocated,48,none
288719,Syn_26,allocated,48,none
288719,Syn_30,allocated,48,none
288719,Syn_31,allocated,48,none
288719,Syn_4,allocated,48,none
288719,Syn_5,allocated,48,none
290773,Syn_0,free,none,none
290773,Syn_1,free,none,none
290773,Syn_10,free,none,none
290773,Syn_11,free,none,none
290773,Syn_6,free,none,none
290773,Syn_7,free,none,none
290773,Syn_8,free,none,none
290773,Syn_9,free,none,none
294702,Syn_0,allocated,49,none
294702,Syn_1,allocated,49,none
294702,Syn_10,allocated,49,none
294702,Syn_11,allocated,49,none
294702,Syn_6,allocated,49,none
294702,Syn_7,allocated,49,none
294702,Syn_8,allocated,49,none
294702,Syn_9,allocated,49,none
305977,Syn_12,free,none,none
305977,Syn_13,free,none,none
305977,Syn_14,free,none,none
305977,Syn_15,free,none,none
305977,Syn_16,free,none,none
305977,Syn_17,free,none,none
305977,Syn_18,free,none,none
305977,Syn_19,free,none,none
311436,Syn_12,allocated,50,none
311436,Syn_13,allocated,50,none
311436,Syn_14,allocated,50,none
311436,Syn_15,allocated,50,none
324034,Syn_2,free,none,none
324034,Syn_20,free,none,none
324034,Syn_21,free,none,none
324034,Syn_22,free,none,none
324034,Syn_27,free,none,none
324034,Syn_28,free,none,none
324034,Syn_29,free,none,none
324034,Syn_3,free,none,none
324034,Syn_16,allocated,51,none
324034,Syn_17,allocated,51,none
324034,Syn_18,allocated,51,none
324034,Syn_19,allocated,51,none
324034,Syn_2,allocated,51,none
324034,Syn_20,allocated,51,none
324034,Syn_21,allocated,51,none
324034,Syn_22,allocated,51,none
325486,Syn_23,free,none,none
325486,Syn_24,free,none,none
325486,Syn_25,free,none,none
325486,Syn_26,free,none,none
325486,Syn_30,free,none,none
325486,Syn_31,free,none,none
325486,Syn_4,free,none,none
325486,Syn_5,free,none,none
325486,Syn_23,allocated,52,none
325486,Syn_24,allocated,52,none
325486,Syn_25,allocated,52,none
325486,Syn_26,allocated,52,none
325486,Syn_27,allocated,52,none
325486,Syn_28,allocated,52,none
325486,Syn_29,allocated,52,none
325486,Syn_3,allocated,52,none
330173,Syn_0,free,none,none
330173,Syn_1,free,none,none
330173,Syn_10,free,none,none
330173,Syn_11,free,none,none
330173,Syn_6,free,none,none
330173,Syn_7,free,none,none
330173,Syn_8,free,none,none
330173,Syn_9,free,none,none
330173,Syn_0,allocated,53,none
330173,Syn_1,allocated,53,none
330173,Syn_10,allocated,53,none
330173,Syn_11,allocated,53,none
330173,Syn_30,allocated,53,none
330173,Syn_31,allocated,53,none
330173,Syn_4,allocated,53,none
330173,Syn_5,allocated,53,none
342048,Syn_12,free,none,none
342048,Syn_13,free,none,none
342048,Syn_14,free,none,none
342048,Syn_15,free,none,none
342048,Syn_12,allocated,54,none
342048,Syn_13,allocated,54,none
342048,Syn_14,allocated,54,none
342048,Syn_15,allocated,54,none
342048,Syn_6,allocated,54,none
342048,Syn_7,allocated,54,none
342048,Syn_8,allocated,54,none
342048,Syn_9,allocated,54,none
360051,Syn_23,free,none,none
360051,Syn_24,free,none,none
360051,Syn_25,free,none,none
360051,Syn_26,free,none,none
360051,Syn_27,free,none,none
360051,Syn_28,free,none,none
360051,Syn_29,free,none,none
360051,Syn_3,free,none,none
360051,Syn_23,allocated,55,none
360051,Syn_24,allocated,55,none
360051,Syn_25,allocated,55,none
360051,Syn_26,allocated,55,none
360051,Syn_27,allocated,55,none
360051,Syn_28,allocated,55,none
360051,Syn_29,allocated,55,none
360051,Syn_3,allocated,55,none
360359,Syn_16,free,none,none
360359,Syn_17,free,none,none
360359,Syn_18,free,none,none
360359,Syn_19,free,none,none
360359,Syn_2,free,none,none
360359,Syn_20,free,none,none
360359,Syn_21,free,none,none
360359,Syn_22,free,none,none
360359,Syn_16,allocated,56,none
360359,Syn_17,allocated,56,none
366150,Syn_0,free,none,none
366150,Syn_1,free,none,none
366150,Syn_10,free,none,none
366150,Syn_11,free,none,none
366150,Syn_30,free,none,none
366150,Syn_31,free,none,none
366150,Syn_4,free,none,none
366150,Syn_5,free,none,none
366150,Syn_0,allocated,57,none
366150,Syn_1,allocated,57,none
366150,Syn_10,allocated,57,none
366150,Syn_11,allocated,57,none
366150,Syn_18,allocated,57,none
366150,Syn_19,allocated,57,none
366150,Syn_2,allocated,57,none
366150,Syn_20,allocated,57,none
366180,Syn_21,allocated,58,none
366201,Syn_22,allocated,59,none
366201,Syn_30,allocated,59,none
366201,Syn_31,allocated,59,none
366201,Syn_4,allocated,59,none
368262,Syn_21,free,none,none
378690,Syn_12,free,none,none
378690,Syn_13,free,none,none
378690,Syn_14,free,none,none
378690,Syn_15,free,none,none
378690,Syn_6,free,none,none
378690,Syn_7,free,none,none
378690,Syn_8,free,none,none
378690,Syn_9,free,none,none
378690,Syn_12,allocated,60,none
378690,Syn_13,allocated,60,none
378690,Syn_14,allocated,60,none
378690,Syn_15,allocated,60,none
378690,Syn_21,allocated,60,none
378690,Syn_5,allocated,60,none
378690,Syn_6,allocated,60,none
378690,Syn_7,allocated,60,none
381951,Syn_16,free,none,none
381951,Syn_17,free,none,none
381951,Syn_16,allocated,61,none
381951,Syn_17,allocated,61,none
381951,Syn_8,allocated,61,none
381951,Syn_9,allocated,61,none
395335,Syn_22,free,none,none
395335,Syn_30,free,none,none
395335,Syn_31,free,none,none
395335,Syn_4,free,none,none
395335,Syn_22,allocated,62,none
395335,Syn_30,allocated,62,none
395335,Syn_31,allocated,62,none
395335,Syn_4,allocated,62,none
396844,Syn_23,free,none,none
396844,Syn_24,free,none,none
396844,Syn_25,free,none,none
396844,Syn_26,free,none,none
396844,Syn_27,free,none,none
396844,Syn_28,free,none,none
396844,Syn_29,free,none,none
396844,Syn_3,free,none,none
396844,Syn_23,allocated,63,none
396844,Syn_24,allocated,63,none
396863,Syn_25,allocated,64,none
400730,Syn_25,free,none,none
402916,Syn_0,free,none,none
402916,Syn_1,free,none,none
402916,Syn_10,free,none,none
402916,Syn_11,free,none,none
402916,Syn_18,free,none,none
402916,Syn_19,free,none,none
402916,Syn_2,free,none,none
402916,Syn_20,free,none,none
402916,Syn_0,allocated,65,none
402916,Syn_1,allocated,65,none
402916,Syn_10,allocated,65,none
402916,Syn_11,allocated,65,none
402916,Syn_18,allocated,65,none
402916,Syn_19,allocated,65,none
402916,Syn_2,allocated,65,none
402916,Syn_20,allocated,65,none
405704,Syn_25,allocated,66,none
405704,Syn_26,allocated,66,none
405704,Syn_27,allocated,66,none
405704,Syn_28,allocated,66,none
407726,Syn_16,free,none,none
407726,Syn_17,free,none,none
407726,Syn_8,free,none,none
407726,Syn_9,free,none,none
407781,Syn_16,allocated,67,none
407781,Syn_17,allocated,67,none
407781,Syn_29,allocated,67,none
407781,Syn_3,allocated,67,none
415010,Syn_12,free,none,none
415010,Syn_13,free,none,none
415010,Syn_14,free,none,none
415010,Syn_15,free,none,none
415010,Syn_21,free,none,none
415010,Syn_5,free,none,none
415010,Syn_6,free,none,none
415010,Syn_7,free,none,none
416964,Syn_23,free,none,none
416964,Syn_24,free,none,none
424239,Syn_22,free,none,none
424239,Syn_30,free,none,none
424239,Syn_31,free,none,none
424239,Syn_4,free,none,none
431221,Syn_12,allocated,68,none
431221,Syn_13,allocated,68,none
431221,Syn_14,allocated,68,none
431221,Syn_15,allocated,68,none
431221,Syn_21,allocated,68,none
431221,Syn_22,allocated,68,none
431221,Syn_23,allocated,68,none
431221,Syn_24,allocated,68,none
431434,Syn_30,allocated,69,none
431434,Syn_31,allocated,69,none
431434,Syn_4,allocated,69,none
431434,Syn_5,allocated,69,none
431434,Syn_6,allocated,69,none
431434,Syn_7,allocated,69,none
431434,Syn_8,allocated,69,none
431434,Syn_9,allocated,69,none
436259,Syn_16,free,none,none
436259,Syn_17,free,none,none
436259,Syn_29,free,none,none
436259,Syn_3,free,none,none
437848,Syn_25,free,none,none
437848,Syn_26,free,none,none
437848,Syn_27,free,none,none
437848,Syn_28,free,none,none
437848,Syn_16,allocated,70,none
437848,Syn_17,allocated,70,none
437848,Syn_25,allocated,70,none
437848,Syn_26,allocated,70,none
437848,Syn_27,allocated,70,none
437848,Syn_28,allocated,70,none
437848,Syn_29,allocated,70,none
437848,Syn_3,allocated,70,none
439110,Syn_0,free,none,none
439110,Syn_1,free,none,none
439110,Syn_10,free,none,none
439110,Syn_11,free,none,none
439110,Syn_18,free,none,none
439110,Syn_19,free,none,none
439110,Syn_2,free,none,none
439110,Syn_20,free,none,none
439110,Syn_0,allocated,71,none
439110,Syn_1,allocated,71,none
439110,Syn_10,allocated,71,none
439110,Syn_11,allocated,71,none
467423,Syn_12,free,none,none
467423,Syn_13,free,none,none
467423,Syn_14,free,none,none
467423,Syn_15,free,none,none
467423,Syn_21,free,none,none
467423,Syn_22,free,none,none
467423,Syn_23,free,none,none
467423,Syn_24,free,none,none
467423,Syn_12,allocated,72,none
467423,Syn_13,allocated,72,none
467423,Syn_14,allocated,72,none
467423,Syn_15,allocated,72,none
467423,Syn_18,allocated,72,none
467423,Syn_19,allocated,72,none
467423,Syn_2,allocated,72,none
467423,Syn_20,allocated,72,none
468106,Syn_30,free,none,none
468106,Syn_31,free,none,none
468106,Syn_4,free,none,none
468106,Syn_5,free,none,none
468106,Syn_6,free,none,none
468106,Syn_7,free,none,none
468106,Syn_8,free,none,none
468106,Syn_9,free,none,none
468106,Syn_21,allocated,73,none
468106,Syn_22,allocated,73,none
468106,Syn_23,allocated,73,none
468106,Syn_24,allocated,73,none
468106,Syn_30,allocated,73,none
468106,Syn_31,allocated,73,none
468106,Syn_4,allocated,73,none
468106,Syn_5,allocated,73,none
469158,Syn_0,free,none,none
469158,Syn_1,free,none,none
469158,Syn_10,free,none,none
469158,Syn_11,free,none,none
469158,Syn_0,allocated,74,none
469158,Syn_1,allocated,74,none
469158,Syn_10,allocated,74,none
469158,Syn_11,allocated,74,none
469158,Syn_6,allocated,74,none
469158,Syn_7,allocated,74,none
469158,Syn_8,allocated,74,none
469158,Syn_9,allocated,74,none
473798,Syn_16,free,none,none
473798,Syn_17,free,none,none
473798,Syn_25,free,none,none
473798,Syn_26,free,none,none
473798,Syn_27,free,none,none
473798,Syn_28,free,none,none
473798,Syn_29,free,none,none
473798,Syn_3,free,none,none
473798,Syn_16,allocated,75,none
473798,Syn_17,allocated,75,none
473798,Syn_25,allocated,75,none
473798,Syn_26,allocated,75,none
473798,Syn_27,allocated,75,none
473798,Syn_28,allocated,75,none
473798,Syn_29,allocated,75,none
473798,Syn_3,allocated,75,none
502967,Syn_21,free,none,none
502967,Syn_22,free,none,none
502967,Syn_23,free,none,none
502967,Syn_24,free,none,none
502967,Syn_30,free,none,none
502967,Syn_31,free,none,none
502967,Syn_4,free,none,none
502967,Syn_5,free,none,none
502967,Syn_21,allocated,76,none
502967,Syn_22,allocated,76,none
502967,Syn_23,allocated,76,none
502967,Syn_24,allocated,76,none
502967,Syn_30,allocated,76,none
502967,Syn_31,allocated,76,none
502967,Syn_4,allocated,76,none
502967,Syn_5,allocated,76,none
503797,Syn_12,free,none,none
503797,Syn_13,free,none,none
503797,Syn_14,free,none,none
503797,Syn_15,free,none,none
503797,Syn_18,free,none,none
503797,Syn_19,free,none,none
503797,Syn_2,free,none,none
503797,Syn_20,free,none,none
503797,Syn_12,allocated,77,none
503797,Syn_13,allocated,77,none
503797,Syn_14,allocated,77,none
503797,Syn_15,allocated,77,none
503797,Syn_18,allocated,77,none
503797,Syn_19,allocated,77,none
503797,Syn_2,allocated,77,none
503797,Syn_20,allocated,77,none
504315,Syn_0,free,none,none
504315,Syn_1,free,none,none
504315,Syn_10,free,none,none
504315,Syn_11,free,none,none
504315,Syn_6,free,none,none
504315,Syn_7,free,none,none
504315,Syn_8,free,none,none
504315,Syn_9,free,none,none
504315,Syn_0,allocated,78,none
504315,Syn_1,allocated,78,none
504315,Syn_10,allocated,78,none
504315,Syn_11,allocated,78,none
504315,Syn_6,allocated,78,none
504315,Syn_7,allocated,78,none
504315,Syn_8,allocated,78,none
504315,Syn_9,allocated,78,none
510285,Syn_16,free,none,none
510285,Syn_17,free,none,none
510285,Syn_25,free,none,none
510285,Syn_26,free,none,none
510285,Syn_27,free,none,none
510285,Syn_28,free,none,none
510285,Syn_29,free,none,none
510285,Syn_3,free,none,none
510285,Syn_16,allocated,79,none
510285,Syn_17,allocated,79,none
510285,Syn_25,allocated,79,none
510285,Syn_26,allocated,79,none
538381,Syn_16,free,none,none
538381,Syn_17,free,none,none
538381,Syn_25,free,none,none
538381,Syn_26,free,none,none
538381,Syn_16,allocated,80,none
538381,Syn_17,allocated,80,none
538381,Syn_25,allocated,80,none
538381,Syn_26,allocated,80,none
538381,Syn_27,allocated,80,none
538381,Syn_28,allocated,80,none
538381,Syn_29,allocated,80,none
538381,Syn_3,allocated,80,none
539175,Syn_21,free,none,none
539175,Syn_22,free,none,none
539175,Syn_23,free,none,none
539175,Syn_24,free,none,none
539175,Syn_30,free,none,none
539175,Syn_31,free,none,none
539175,Syn_4,free,none,none
539175,Syn_5,free,none,none
539175,Syn_21,allocated,81,none
539175,Syn_22,allocated,81,none
539175,Syn_23,allocated,81,none
539175,Syn_24,allocated,81,none
539886,Syn_0,free,none,none
539886,Syn_1,free,none,none
539886,Syn_10,free,none,none
539886,Syn_11,free,none,none
539886,Syn_6,free,none,none
539886,Syn_7,free,none,none
539886,Syn_8,free,none,none
539886,Syn_9,free,none,none
539886,Syn_0,allocated,82,none
539886,Syn_1,allocated,82,none
539886,Syn_10,allocated,82,none
539886,Syn_11,allocated,82,none
539886,Syn_30,allocated,82,none
539886,Syn_31,allocated,82,none
539886,Syn_4,allocated,82,none
539886,Syn_5,allocated,82,none
540813,Syn_12,free,none,none
540813,Syn_13,free,none,none
540813,Syn_14,free,none,none
540813,Syn_15,free,none,none
540813,Syn_18,free,none,none
540813,Syn_19,free,none,none
540813,Syn_2,free,none,none
540813,Syn_20,free,none,none
540813,Syn_12,allocated,83,none
540813,Syn_13,allocated,83,none
540813,Syn_14,allocated,83,none
540813,Syn_15,allocated,83,none
540813,Syn_18,allocated,83,none
540813,Syn_19,allocated,83,none
540813,Syn_2,allocated,83,none
540813,Syn_20,allocated,83,none
567970,Syn_21,free,none,none
567970,Syn_22,free,none,none
567970,Syn_23,free,none,none
567970,Syn_24,free,none,none
567970,Syn_21,allocated,84,none
567970,Syn_22,allocated,84,none
567970,Syn_23,allocated,84,none
567970,Syn_24,allocated,84,none
567970,Syn_6,allocated,84,none
567970,Syn_7,allocated,84,none
567970,Syn_8,allocated,84,none
567970,Syn_9,allocated,84,none
